Tie,Win1,Win2,game_time,odds_base,score,teams,log,day_game
4.57,1.39,6.95,10:00,10,N/D,Carlstad - Bodens,2019-08-23 13:32:02,20190824
3.46,2.40,2.58,10:00,10,N/D,Kristianstads - Lindome,2019-08-23 13:32:02,20190824
3.80,2.01,2.79,10:00,6,N/D,Lidingo IFK - Hudiksvalls,2019-08-23 13:32:02,20190824
3.74,3.94,1.69,10:00,1,N/D,Zurich II - Stade Nyonnais,2019-08-23 13:32:02,20190824
3.42,1.99,3.36,10:00,2,N/D,Kramatorsk - Obolon Brovar Kyjev,2019-08-23 13:32:02,20190824
3.55,1.65,5.08,10:00,9,N/D,Oleksandriya - Desna,2019-08-23 13:32:02,20190824
3.97,1.71,3.67,10:30,6,N/D,Rosice - Znojmo,2019-08-23 13:32:02,20190824
4.04,3.66,1.68,10:30,6,N/D,Dolni Benesov - Blansko,2019-08-23 13:32:02,20190824
3.60,1.95,3.06,10:30,3,N/D,FC Kosice - Zilina B,2019-08-23 13:32:02,20190824
4.33,1.33,7.50,11:00,1,N/D,Ashanti (Gha)  - Akonangui (Gnq),2019-08-23 13:32:02,20190824
3.98,2.91,2.14,11:00,3,N/D,Ried (Am) - ATSV Wolfsberger,2019-08-23 13:32:02,20190824
3.81,1.78,4.25,11:00,12,N/D,Rapid Vienna - LASK Linz,2019-08-23 13:32:02,20190824
3.58,2.04,3.45,11:00,12,N/D,Mattersburg - St. Polten,2019-08-23 13:32:02,20190824
3.31,2.45,2.62,11:00,4,N/D,SumQayit - Sabail,2019-08-23 13:32:02,20190824
3.44,1.64,5.03,11:00,6,N/D,Radnik Bijeljina - Mladost DK,2019-08-23 13:32:02,20190824
4.32,1.37,7.32,11:00,9,N/D,Botev Plovdiv - Vitosha Bistritsa,2019-08-23 13:32:02,20190824
3.20,2.42,2.60,11:00,1,N/D,Pomorie - Ludogorets II,2019-08-23 13:32:02,20190824
3.52,1.69,4.30,11:00,1,N/D,Septemvri Sofia - Kariana Erden,2019-08-23 13:32:02,20190824
3.20,2.92,2.21,11:00,3,N/D,Orijent - NK Dinamo Zagreb 2,2019-08-23 13:32:02,20190824
3.60,1.68,5.21,11:00,12,N/D,Zlin - Karvina,2019-08-23 13:32:02,20190824
3.84,2.33,2.33,11:00,4,N/D,Domazlice - Slavia Prague B,2019-08-23 13:32:02,20190824
3.62,2.27,2.49,11:00,4,N/D,Usti nad Orlici - Mlada Boleslav B,2019-08-23 13:32:02,20190824
3.17,2.36,2.87,11:00,6,N/D,Prostejov - Trinec,2019-08-23 13:32:02,20190824
3.06,2.24,3.01,11:00,4,N/D,Sannois - Poissy,2019-08-23 13:32:02,20190824
3.68,2.01,2.88,11:00,3,N/D,Nordlingen - Schwaben Augsburg,2019-08-23 13:32:02,20190824
4.50,1.62,3.68,11:00,1,N/D,FC Monheim - TVD Velbert,2019-08-23 13:32:02,20190824
3.73,2.49,2.50,11:00,3,N/D,Rain/Lech - Garching,2019-08-23 13:32:02,20190824
4.11,1.48,6.23,11:00,7,N/D,Maccabi Haifa - H. Raanana,2019-08-23 13:32:02,20190824
4.58,1.32,7.11,11:00,3,N/D,Milsami - Zimbru Chisinau,2019-08-23 13:32:02,20190824
3.46,1.69,4.78,11:00,4,N/D,Grbalj - OFK Petrovac,2019-08-23 13:32:02,20190824
3.25,1.91,3.75,11:00,4,N/D,Vardar - Rabotnicki,2019-08-23 13:32:02,20190824
3.30,1.86,3.74,11:00,4,N/D,S. Rzeszow - Elana Torun,2019-08-23 13:32:02,20190824
3.58,2.12,2.84,11:00,2,N/D,Huragan Morag - Ursus Warszawa,2019-08-23 13:32:02,20190824
3.92,3.44,1.79,11:00,2,N/D,Wasilkow - Bron Radom,2019-08-23 13:32:02,20190824
3.75,1.94,3.10,11:00,2,N/D,Sokol Aleksandrow L. - Swit,2019-08-23 13:32:02,20190824
4.22,1.56,4.47,11:00,2,N/D,Kleczew - B. Gdynia,2019-08-23 13:32:02,20190824
4.07,1.56,4.65,11:00,2,N/D,Bielsko-Biala - Pniowek,2019-08-23 13:32:02,20190824
4.17,1.60,4.19,11:00,2,N/D,Sleza Wroclaw - Ruch Chorzow,2019-08-23 13:32:02,20190824
3.73,3.17,1.92,11:00,2,N/D,Legnica 2 - Brzeg,2019-08-23 13:32:02,20190824
3.48,2.29,2.65,11:00,2,N/D,Chelmianka Chelm - Orleta Radzyn,2019-08-23 13:32:02,20190824
3.58,1.94,3.26,11:00,2,N/D,Podhale Nowy Targ - Stal Krasnik,2019-08-23 13:32:02,20190824
4.54,5.12,1.46,11:00,2,N/D,Biala Podlaska - Ostrowiec Swietokrzyski,2019-08-23 13:32:02,20190824
3.50,2.64,2.29,11:00,2,N/D,Wisla Pulawy - Siarka Tarnobrzeg,2019-08-23 13:32:02,20190824
3.32,1.97,3.80,11:00,11,N/D,Feirense - Academico Viseu,2019-08-23 13:32:02,20190824
4.32,1.37,6.57,11:00,7,N/D,FC Rapid Bucuresti - Politehnica Timisoara,2019-08-23 13:32:02,20190824
3.80,1.84,3.56,11:00,3,N/D,FK Rostov U19 - Rubin Kazan U19,2019-08-23 13:32:02,20190824
5.00,1.26,8.70,11:00,1,N/D,Radnicki 1923 - Smederevo,2019-08-23 13:32:02,20190824
3.81,3.77,1.71,11:00,2,N/D,Fuzinar - Radomlje,2019-08-23 13:32:02,20190824
4.33,1.35,6.61,11:00,2,N/D,ND Gorica - Dob,2019-08-23 13:32:02,20190824
3.14,2.55,3.06,11:00,11,N/D,Osasuna - Eibar,2019-08-23 13:32:02,20190824
3.21,2.17,3.25,11:00,3,N/D,Metropolitanos - Zulia,2019-08-23 13:32:02,20190824
3.20,2.11,3.02,11:30,3,N/D,Urartu - Gandzasar,2019-08-23 13:32:02,20190824
3.54,2.71,2.34,11:30,4,N/D,Stripfing - Ebreichsdorf,2019-08-23 13:32:02,20190824
3.32,1.80,4.10,11:30,3,N/D,Cibalia - Dubrava,2019-08-23 13:32:02,20190824
4.37,6.65,1.42,11:30,5,N/D,Narva - Flora,2019-08-23 13:32:02,20190824
4.89,1.32,6.54,11:30,6,N/D,Mikkelin - Lahden Reipas,2019-08-23 13:32:02,20190824
4.00,1.38,7.30,11:30,1,N/D,ASEC Mimosas - Academie de FAD,2019-08-23 13:32:02,20190824
3.12,2.50,2.63,11:30,5,N/D,Garbarnia - Lech Poznan 2,2019-08-23 13:32:02,20190824
3.40,2.16,3.32,11:30,11,N/D,Lechia Gdansk - Slask Wroclaw,2019-08-23 13:32:02,20190824
3.36,2.36,2.44,11:30,1,N/D,Kluczbork - Zielona Gora,2019-08-23 13:32:02,20190824
3.33,2.23,3.06,11:30,11,N/D,Wil - Kriens,2019-08-23 13:32:02,20190824
3.30,1.75,4.66,11:30,3,N/D,Club Africain - Stade Tunisien,2019-08-23 13:32:02,20190824
3.58,6.12,1.52,11:45,6,N/D,Shahin Bushehr - Sepahan,2019-08-23 13:32:02,20190824
3.53,2.93,2.13,11:50,9,N/D,Al-Fateh - Al-Shabab,2019-08-23 13:32:02,20190824
5.00,1.25,8.35,12:00,2,N/D,FC Esae (Ben)  - SNIM (Mrt),2019-08-23 13:32:02,20190824
3.50,2.25,2.92,12:00,11,N/D,Dornbirn - Kapfenberg,2019-08-23 13:32:02,20190824
4.08,2.83,2.09,12:00,3,N/D,Seekirchen - SAK 1914,2019-08-23 13:32:02,20190824
3.82,4.06,1.83,12:00,5,postp.,Charleroi - Club Brugge KV,2019-08-23 13:32:02,20190824
4.86,1.28,9.31,12:00,6,N/D,FK Sarajevo - Velez Mostar,2019-08-23 13:32:02,20190824
3.40,4.42,1.68,12:00,1,N/D,Spartak - Lok. Sofia,2019-08-23 13:32:02,20190824
3.35,1.81,3.94,12:00,4,N/D,Lusitanos - Reims II,2019-08-23 13:32:02,20190824
2.98,1.92,3.75,12:00,2,N/D,Sedan - JA Drancy,2019-08-23 13:32:02,20190824
3.25,2.11,3.02,12:00,4,N/D,Colomiers - Trelissac,2019-08-23 13:32:02,20190824
3.17,2.45,2.63,12:00,3,N/D,Saint-Pryve - Les Herbiers,2019-08-23 13:32:02,20190824
3.47,1.59,5.22,12:00,4,N/D,Nantes II - Stade Bordelais,2019-08-23 13:32:02,20190824
3.14,2.05,3.41,12:00,2,N/D,Frejus Saint Raphael - Martigues,2019-08-23 13:32:02,20190824
3.21,2.02,3.43,12:00,2,N/D,Marseille Endoume - Lyon II,2019-08-23 13:32:02,20190824
3.76,2.70,2.11,12:00,3,N/D,Villingen - Stuttgart II,2019-08-23 13:32:02,20190824
3.27,4.01,1.94,12:00,12,N/D,Lamia - Panathinaikos,2019-08-23 13:32:02,20190824
3.12,2.94,2.40,12:00,12,N/D,DVTK - Mezokovesd-Zsory,2019-08-23 13:32:02,20190824
3.38,2.36,2.79,12:00,12,N/D,Honved - Debrecen,2019-08-23 13:32:02,20190824
3.29,3.85,1.94,12:00,12,N/D,Paks - MOL Fehervar,2019-08-23 13:32:02,20190824
3.78,1.84,3.59,12:00,6,N/D,Thor Akureyri - Leiknir,2019-08-23 13:32:02,20190824
4.25,1.50,5.76,12:00,12,N/D,Akranes - Vestmannaeyjar,2019-08-23 13:32:02,20190824
6.84,10.90,1.16,12:00,5,N/D,Glengad Utd - Waterford,2019-08-23 13:32:02,20190824
3.22,2.57,2.62,12:00,7,N/D,Hapoel Hadera - Ashdod,2019-08-23 13:32:02,20190824
5.15,10.06,1.33,12:00,12,N/D,Parma - Juventus,2019-08-23 13:32:02,20190824
3.13,2.02,4.05,12:00,12,N/D,Crotone - Cosenza,2019-08-23 13:32:02,20190824
3.24,2.41,2.69,12:00,6,N/D,FK Liepaja - Ventspils,2019-08-23 13:32:02,20190824
3.24,3.24,2.02,12:00,1,N/D,Black Stars - CO Bamako,2019-08-23 13:32:02,20190824
4.36,1.45,7.40,12:00,11,N/D,Rosenborg - Stabaek,2019-08-23 13:32:02,20190824
3.93,1.69,3.91,12:00,2,N/D,Jarocin - Gwardia Koszalin,2019-08-23 13:32:02,20190824
3.48,2.89,2.08,12:00,1,N/D,Berco - SC Mirandela,2019-08-23 13:32:02,20190824
3.73,2.25,2.46,12:00,2,N/D,Portimonense U23 - Setubal U23,2019-08-23 13:32:02,20190824
3.24,2.69,2.67,12:00,11,N/D,Krasnodar - Lokomotiv Moscow,2019-08-23 13:32:02,20190824
3.33,1.95,3.57,12:00,9,N/D,Domzale - Aluminij,2019-08-23 13:32:02,20190824
2.90,2.32,3.16,12:00,10,N/D,Kaizer Chiefs - Supersport Utd,2019-08-23 13:32:02,20190824
3.48,1.77,4.81,12:00,11,N/D,R. Oviedo - Lugo,2019-08-23 13:32:02,20190824
3.62,1.58,5.34,12:00,8,N/D,Leioa - Guijuelo,2019-08-23 13:32:02,20190824
5.00,1.46,4.44,12:00,1,N/D,Las Palmas C - Ibarra,2019-08-23 13:32:02,20190824
4.00,4.14,1.63,12:00,1,N/D,Gijon Industrial - Llanes,2019-08-23 13:32:02,20190824
3.74,1.51,5.45,12:00,1,N/D,Leganes B - Moratalaz,2019-08-23 13:32:02,20190824
3.40,2.54,2.58,12:00,1,N/D,Volyn Lutsk - Ch. Odessa,2019-08-23 13:32:02,20190824
3.09,2.95,2.35,12:05,6,N/D,Temperley - Nueva Chicago,2019-08-23 13:32:02,20190824
3.86,1.67,4.10,12:05,8,N/D,Al-Faisaly - Al Feiha,2019-08-23 13:32:02,20190824
2.90,2.41,3.35,12:15,11,N/D,Gimnasia L.P. - Defensa y Justicia,2019-08-23 13:32:02,20190824
3.24,2.43,2.97,12:15,11,N/D,Ankaragucu - Kayserispor,2019-08-23 13:32:02,20190824
3.74,1.69,4.83,12:20,12,N/D,Torquay - Aldershot,2019-08-23 13:32:02,20190824
3.26,2.62,2.63,12:30,12,N/D,Cobresal - Union La Calera,2019-08-23 13:32:02,20190824
4.81,1.50,6.31,12:30,12,N/D,Liverpool - Arsenal,2019-08-23 13:32:02,20190824
4.99,8.49,1.38,12:30,12,N/D,Schalke - Bayern Munich,2019-08-23 13:32:02,20190824
4.42,1.45,5.48,12:30,4,N/D,Union Titus Petange - Rodange,2019-08-23 13:32:02,20190824
3.76,4.03,1.68,12:30,4,N/D,Tarxien - Mosta,2019-08-23 13:32:02,20190824
5.00,1.20,11.75,12:30,2,N/D,Sutjeska - FK Podgorica,2019-08-23 13:32:02,20190824
3.72,1.89,3.91,12:30,12,N/D,Willem II - FC Emmen,2019-08-23 13:32:02,20190824
3.20,2.12,3.09,12:30,1,N/D,Racing Club Villalbes - Pontes,2019-08-23 13:32:02,20190824
3.42,1.73,4.20,12:30,1,N/D,Santa Marta Tormes - Bembibre,2019-08-23 13:32:02,20190824
7.34,1.13,15.14,12:30,9,N/D,Dyn. Kyiv - Olimpik Donetsk,2019-08-23 13:32:02,20190824
4.40,1.37,7.12,12:45,9,N/D,Rayo Majadahonda - Gijon B,2019-08-23 13:32:02,20190824
5.73,1.18,12.31,13:00,4,N/D,Mamelodi Sundowns (Rsa)  - Otoho d'Oyo (Con),2019-08-23 13:32:02,20190824
3.00,1.82,4.26,13:00,1,N/D,KF Tirana - Luftetari Gjirokastra,2019-08-23 13:32:02,20190824
3.24,1.82,3.96,13:00,1,N/D,Skenderbeu - Flamurtari,2019-08-23 13:32:02,20190824
3.80,1.83,3.73,13:00,4,N/D,Leobendorf - Wiener Linien,2019-08-23 13:32:02,20190824
3.83,2.75,2.14,13:00,3,N/D,Seraing - KSV Roeselare,2019-08-23 13:32:02,20190824
4.07,1.42,6.69,13:00,6,N/D,Sloboda - Zvijezda 09,2019-08-23 13:32:02,20190824
3.36,1.90,3.46,13:00,1,N/D,Flamengo W - Internacional W,2019-08-23 13:32:02,20190824
3.78,1.45,6.45,13:00,1,N/D,Montana - Botev Galabovo,2019-08-23 13:32:02,20190824
3.80,1.62,5.15,13:00,12,N/D,Slaven Belupo - Varazdin,2019-08-23 13:32:02,20190824
5.54,8.34,1.24,13:00,4,N/D,Gudja - Hibernians,2019-08-23 13:32:02,20190824
3.75,1.65,3.85,13:00,1,N/D,Tlaxcala - Reboceros de La Piedad,2019-08-23 13:32:02,20190824
3.21,2.44,2.81,13:00,12,N/D,Chrobry Glogow - Olsztyn,2019-08-23 13:32:02,20190824
4.23,1.49,4.98,13:00,4,N/D,Poprad - Komarno,2019-08-23 13:32:02,20190824
3.32,2.77,2.32,13:00,9,N/D,Pohronie - Trencin,2019-08-23 13:32:02,20190824
3.25,2.34,2.82,13:00,9,N/D,Ruzomberok - Trnava,2019-08-23 13:32:02,20190824
7.25,1.21,13.47,13:00,11,N/D,Real Madrid - Valladolid,2019-08-23 13:32:02,20190824
2.99,2.78,2.75,13:00,11,N/D,Mirandes - Cadiz CF,2019-08-23 13:32:02,20190824
3.73,5.87,1.52,13:00,9,N/D,Marino de Luanco - Atl. Madrid B,2019-08-23 13:32:02,20190824
3.47,1.78,4.15,13:00,8,N/D,Villarreal B - Levante B,2019-08-23 13:32:02,20190824
4.22,5.45,1.45,13:00,1,N/D,Constancia - Mallorca B,2019-08-23 13:32:02,20190824
3.28,1.78,4.14,13:00,1,N/D,Jove - Novelda CF,2019-08-23 13:32:02,20190824
4.20,1.46,5.45,13:00,1,N/D,Atl. Astorga - Leonesa 2,2019-08-23 13:32:02,20190824
3.91,1.71,4.28,13:00,11,N/D,Lausanne - Aarau,2019-08-23 13:32:02,20190824
4.15,5.46,1.57,13:00,11,N/D,Xamax - Basel,2019-08-23 13:32:02,20190824
3.63,1.68,4.97,13:15,11,N/D,Covilha - Vilafranquense,2019-08-23 13:32:02,20190824
3.52,1.60,5.36,13:30,11,N/D,Levski Sofia - Lok. Plovdiv,2019-08-23 13:32:02,20190824
5.94,1.21,13.09,13:30,12,N/D,Slavia Prague - Bohemians 1905,2019-08-23 13:32:02,20190824
5.07,10.32,1.28,13:30,7,N/D,Nes Tziona - Maccabi Tel Aviv,2019-08-23 13:32:02,20190824
3.19,2.98,2.25,13:30,8,N/D,R. Sociedad B - Burgos,2019-08-23 13:32:02,20190824
3.20,2.17,2.98,13:30,1,N/D,Ibiza Islas Pitiusas - Formentera,2019-08-23 13:32:02,20190824
7.41,1.13,14.66,13:45,7,N/D,Brest - Energetik-BGU,2019-08-23 13:32:02,20190824
3.88,3.13,2.10,13:45,12,N/D,Heracles - Vitesse,2019-08-23 13:32:02,20190824
3.23,2.60,2.61,13:45,12,N/D,Odra Opole - Radomiak Radom,2019-08-23 13:32:02,20190824
3.35,4.00,1.84,13:45,8,N/D,Prat - Hercules,2019-08-23 13:32:02,20190824
3.78,1.82,3.52,13:50,9,N/D,Al Wehda - Al-Ettifaq,2019-08-23 13:32:02,20190824
3.06,2.04,3.43,14:00,2,N/D,Generation F. (Sen)  - LPRC Oiler (Lbr),2019-08-23 13:32:02,20190824
3.80,4.25,1.70,14:00,4,N/D,Heist - Lokeren,2019-08-23 13:32:02,20190824
3.82,1.98,3.48,14:00,12,N/D,Cercle Brugge KSV - Waasland-Beveren,2019-08-23 13:32:02,20190824
3.60,2.55,2.20,14:00,1,N/D,Entente Durbuy - Hamoir,2019-08-23 13:32:02,20190824
4.03,1.42,6.88,14:00,6,N/D,Zrinjski - Borac Banja Luka,2019-08-23 13:32:02,20190824
3.05,2.78,2.82,14:00,12,N/D,Amiens - Nantes,2019-08-23 13:32:02,20190824
3.21,2.12,3.85,14:00,12,N/D,Angers - Metz,2019-08-23 13:32:02,20190824
3.87,1.47,7.37,14:00,12,N/D,Aris - OFI Crete,2019-08-23 13:32:02,20190824
3.40,1.63,4.90,14:00,1,N/D,Onze Createurs - US Bougouni,2019-08-23 13:32:02,20190824
3.45,2.86,2.39,14:00,11,N/D,Rakow - Lech Poznan,2019-08-23 13:32:02,20190824
3.46,1.90,4.18,14:00,11,N/D,Benfica - FC Porto,2019-08-23 13:32:02,20190824
3.26,1.92,4.19,14:00,11,N/D,CFR Cluj - FC Botosani,2019-08-23 13:32:02,20190824
3.30,1.74,4.28,14:00,1,N/D,Metalac - Backa,2019-08-23 13:32:02,20190824
3.02,2.37,2.92,14:00,6,N/D,Javor - Napredak,2019-08-23 13:32:02,20190824
5.31,7.69,1.30,14:00,5,N/D,Proleter - Vojvodina,2019-08-23 13:32:02,20190824
3.13,2.09,3.85,14:00,11,N/D,Alcorcon - Elche,2019-08-23 13:32:02,20190824
3.64,1.68,4.48,14:00,8,N/D,Leonesa - Amorebieta,2019-08-23 13:32:02,20190824
5.50,1.21,9.60,14:00,1,N/D,Lorca FC - EG El Palmar CF,2019-08-23 13:32:02,20190824
3.90,1.51,5.20,14:00,1,N/D,Tarancon - Almagro,2019-08-23 13:32:02,20190824
3.32,3.86,1.81,14:00,1,N/D,Recambios Colon - Villarreal C,2019-08-23 13:32:02,20190824
5.00,7.30,1.30,14:00,1,N/D,Maracena - Almeria B,2019-08-23 13:32:02,20190824
3.44,1.79,3.88,14:00,5,N/D,Ottawa Fury - Saint Louis FC,2019-08-23 13:32:02,20190824
3.42,4.07,1.81,14:00,8,N/D,River Plate - Penarol,2019-08-23 13:32:02,20190824
3.18,2.90,2.31,14:00,8,N/D,Plaza Colonia - Cerro Largo,2019-08-23 13:32:02,20190824
3.19,2.79,2.27,14:00,3,N/D,Albion - Maldonado,2019-08-23 13:32:02,20190824
3.48,1.77,4.09,14:00,2,N/D,Villa Teresa - Tacuarembo,2019-08-23 13:32:02,20190824
3.60,3.56,1.82,14:00,1,N/D,Al Zawraa - Al Riffa,2019-08-23 13:32:02,20190824
3.41,1.93,3.53,14:15,9,N/D,O. Ljubljana - Mura,2019-08-23 13:32:02,20190824
2.88,2.09,3.84,14:30,3,N/D,Colegiales - Comunicaciones,2019-08-23 13:32:02,20190824
2.98,3.15,2.44,14:30,3,N/D,Sacachispas - Almirante Brown,2019-08-23 13:32:02,20190824
3.22,1.93,3.84,14:30,6,N/D,Atletico Atlanta - CA Mitre,2019-08-23 13:32:02,20190824
3.19,1.88,4.12,14:30,6,N/D,Barracas Central - Alvarado,2019-08-23 13:32:02,20190824
3.01,2.04,4.22,14:30,11,N/D,Velez Sarsfield - Newells Old Boys,2019-08-23 13:32:02,20190824
3.59,2.92,2.31,14:30,12,N/D,Oostende - KV Mechelen,2019-08-23 13:32:02,20190824
5.94,1.21,13.30,14:30,12,N/D,Olympiacos Piraeus - Asteras Tripolis,2019-08-23 13:32:02,20190824
3.37,2.22,2.77,14:30,4,N/D,Balzan - Sliema,2019-08-23 13:32:02,20190824
3.29,1.77,4.58,14:30,4,N/D,Titograd - Kom Podgorica,2019-08-23 13:32:02,20190824
3.28,1.87,3.93,14:30,9,N/D,Pontevedra - Coruxo FC,2019-08-23 13:32:02,20190824
3.25,2.07,3.29,14:30,8,N/D,Calahorra - R. Union,2019-08-23 13:32:02,20190824
2.97,2.13,3.41,14:30,5,N/D,Sevilla FC B - Yeclano,2019-08-23 13:32:02,20190824
3.68,4.74,1.78,14:45,12,N/D,Fiorentina - Napoli,2019-08-23 13:32:02,20190824
3.25,2.75,2.34,14:45,8,N/D,Pontedera - Carrarese,2019-08-23 13:32:02,20190824
3.21,2.80,2.34,14:45,8,N/D,Reggio Audace - FeralpiSalo,2019-08-23 13:32:02,20190824
3.47,4.05,1.78,14:45,8,N/D,Rieti - Ternana,2019-08-23 13:32:02,20190824
3.66,2.16,3.16,14:45,12,N/D,Heerenveen - Twente,2019-08-23 13:32:02,20190824
4.12,6.05,1.45,14:45,7,N/D,Balikesirspor - Erzurum BB,2019-08-23 13:32:02,20190824
4.32,1.68,4.39,14:45,11,N/D,Alanyaspor - Kasimpasa,2019-08-23 13:32:02,20190824
5.55,1.22,10.58,15:00,3,N/D,Raja Casablanca (Mar)  - Brikama U. (Gam),2019-08-23 13:32:02,20190824
3.73,1.58,4.68,15:00,3,N/D,Azam (Tan)  - Fasil Ketema (Eth),2019-08-23 13:32:02,20190824
3.01,2.27,3.06,15:00,8,N/D,ASO Chlef - Hussein Dey,2019-08-23 13:32:02,20190824
2.96,2.49,2.58,15:00,4,N/D,Bejaia - Tlemcen,2019-08-23 13:32:02,20190824
3.20,3.43,1.90,15:00,4,N/D,Khroub - MO Bejaia,2019-08-23 13:32:02,20190824
3.59,2.01,3.10,15:00,9,N/D,Sport Boys - Royal Pari,2019-08-23 13:32:02,20190824
3.37,2.14,3.28,15:00,4,N/D,Magallanes - Nublense,2019-08-23 13:32:02,20190824
3.28,2.65,2.56,15:00,12,N/D,Zapresic - Lok. Zagreb,2019-08-23 13:32:02,20190824
6.07,1.19,12.55,15:00,12,N/D,Sligo Rovers - Limerick,2019-08-23 13:32:02,20190824
3.28,1.91,4.31,15:00,12,N/D,Ascoli - Trapani,2019-08-23 13:32:02,20190824
3.00,2.93,2.57,15:00,12,N/D,Venezia - Cremonese,2019-08-23 13:32:02,20190824
3.50,3.23,2.26,15:00,11,N/D,Celta Vigo - Valencia,2019-08-23 13:32:02,20190824
3.27,1.91,4.31,15:00,11,N/D,Malaga - Las Palmas,2019-08-23 13:32:02,20190824
3.03,3.14,2.22,15:00,5,N/D,Villarrobledo - Linense,2019-08-23 13:32:02,20190824
3.45,2.20,2.77,15:00,5,N/D,Louisville City - North Carolina,2019-08-23 13:32:02,20190824
3.74,3.72,1.74,15:30,1,N/D,Arauco Prado - Vinto,2019-08-23 13:32:02,20190824
2.91,2.31,3.36,15:30,12,N/D,Oeste - Vila Nova FC,2019-08-23 13:32:02,20190824
3.24,1.88,4.30,15:30,12,N/D,Vitoria - Operario,2019-08-23 13:32:02,20190824
3.39,2.91,2.33,15:30,12,N/D,Palestino - Colo Colo,2019-08-23 13:32:02,20190824
3.20,2.60,2.42,15:30,1,N/D,Gran V. - Yaracuyanos,2019-08-23 13:32:02,20190824
3.50,3.96,1.74,15:30,1,N/D,Union Local Andina - Real Frontera,2019-08-23 13:32:02,20190824
3.12,1.79,4.54,16:00,8,N/D,ES Setif - Oran,2019-08-23 13:32:02,20190824
3.28,1.79,4.50,16:00,5,N/D,San Martin S.J. - CA Estudiantes,2019-08-23 13:32:02,20190824
3.15,2.28,3.27,16:00,12,N/D,Gremio - Athletico-PR,2019-08-23 13:32:02,20190824
3.62,1.84,4.13,16:00,2,N/D,Globo - ABC,2019-08-23 13:32:02,20190824
3.48,3.66,1.99,16:00,2,N/D,Nautico - Santa Cruz,2019-08-23 13:32:02,20190824
3.36,2.00,3.44,16:00,6,N/D,Ferroviario - Confianca,2019-08-23 13:32:02,20190824
3.37,2.14,3.30,16:00,4,N/D,Melipilla - S. Morning,2019-08-23 13:32:02,20190824
3.75,1.58,5.33,16:00,9,N/D,Delfin - Dep. Cuenca,2019-08-23 13:32:02,20190824
3.42,2.12,3.04,16:00,10,N/D,Sol de America - Dep. Capiata,2019-08-23 13:32:02,20190824
3.18,2.23,3.16,16:00,3,N/D,AC Lala FC - Portuguesa,2019-08-23 13:32:02,20190824
3.40,2.32,2.59,16:00,1,N/D,Urena - Atletico El Vigia,2019-08-23 13:32:02,20190824
3.44,1.60,6.35,16:15,11,N/D,Dep. Pasto - U. Magdalena,2019-08-23 13:32:02,20190824
3.96,1.50,5.77,16:15,9,N/D,Binacional - Ayacucho,2019-08-23 13:32:02,20190824
3.11,2.24,3.49,16:30,11,N/D,Boavista - Ferreira,2019-08-23 13:32:02,20190824
2.96,2.13,3.61,16:40,5,N/D,Gimnasia Jujuy - Chacarita Juniors,2019-08-23 13:32:02,20190824
3.30,1.87,4.49,16:45,11,N/D,Rosario Central - Patronato,2019-08-23 13:32:02,20190824
3.69,1.67,5.07,17:00,4,N/D,D. Puerto Montt - Rangers,2019-08-23 13:32:02,20190824
3.20,2.10,2.95,17:00,1,N/D,Pioneros - Atl. San Luis 2,2019-08-23 13:32:02,20190824
3.25,2.25,2.65,17:00,1,N/D,Chimalhuacan - Dongu,2019-08-23 13:32:02,20190824
3.31,2.29,2.76,17:00,5,N/D,Hartford Athletic - Atlanta United 2,2019-08-23 13:32:02,20190824
5.71,1.23,9.44,17:15,9,N/D,San Jose - Real Potosi,2019-08-23 13:32:02,20190824
2.97,2.39,3.15,18:00,12,N/D,Ponte Preta - Sport Recife,2019-08-23 13:32:02,20190824
3.30,2.03,3.32,18:00,3,N/D,Pacific FC - Valour,2019-08-23 13:32:02,20190824
3.21,2.32,3.07,18:00,12,N/D,Everton - Coquimbo,2019-08-23 13:32:02,20190824
3.21,1.85,4.59,18:00,11,N/D,Junior - Once Caldas,2019-08-23 13:32:02,20190824
3.33,2.02,3.36,18:00,5,N/D,Alebrijes Oaxaca - Cafetaleros de Chiapas,2019-08-23 13:32:02,20190824
3.41,2.65,2.50,18:00,11,N/D,Queretaro - Club Leon,2019-08-23 13:32:02,20190824
3.55,1.70,3.85,18:00,1,N/D,Cafetaleros de Chiapas 2 - Yalmakan,2019-08-23 13:32:02,20190824
3.30,2.40,2.45,18:00,1,N/D,Tlayacapan - Zitacuaro,2019-08-23 13:32:02,20190824
3.37,3.15,2.12,18:15,9,N/D,Tecnico U. - LDU Quito,2019-08-23 13:32:02,20190824
3.50,1.61,5.97,18:30,11,N/D,Cucuta - La Equidad,2019-08-23 13:32:02,20190824
3.63,1.81,3.79,18:30,9,N/D,Guarani - San Lorenzo,2019-08-23 13:32:02,20190824
3.86,1.57,5.11,18:45,9,N/D,Sport Huancayo - Dep. Municipal,2019-08-23 13:32:02,20190824
3.65,1.59,6.32,19:00,11,N/D,Independiente - Colon Santa FE,2019-08-23 13:32:02,20190824
3.60,1.96,3.58,19:00,4,N/D,La Serena - Barnechea,2019-08-23 13:32:02,20190824
3.79,1.94,3.57,19:00,10,N/D,New York City - New York Red Bulls,2019-08-23 13:32:02,20190824
3.84,1.54,5.44,19:00,6,N/D,North Carolina Courage W - Seattle Reign W,2019-08-23 13:32:02,20190824
